,USER,SCORE,REVIEW
223,회헷,5,분위기도 좋고 넓고 좋아요~!!
224,랄라랄람,5,#성수카페#주차가능카페 넓고 분위기도 좋아여
225,dyt****,3,분위기만 좋음ㅋㅋㅋ 음료 맛없..... 의자불편 그냥 한번쯤 와볼만
226,EL,4,언제나사람이많군요
227,이지혜,5,분위기 좋고 디저트도 맛있어요 -초코케잌 굳 성수오면 들려볼만 !
228,habezz,4,분위기 좋아요 초콜렛케이크 맛있어요
229,복치,5,친절하시고 좋아요
230,HL,5,커피도 (산미있는) 맛있고 분위기도 좋아요
231,jsj****,3,음료 가격 넘 비싸요 ㅠ 비싼만큼 음료 맛도 그닥... 재방문은 안 할 것 같아요ㅠㅜ 대신 분위기는 좋고 자리도 넓어요!
232,황금나무,4,#카페라떼#페퍼민트 매장 규모가 넓고요~테이블 간격도 넉넉해요. 다만 의자가 불편했어요. 내부 인테리어도 괜찮고요. 직접 로스팅한 원두를 사용해 서 커피맛도 괜찮고요. 페퍼민트차 물도 친절히 리필해주고 직원들도 친절해요~
233,SSONG,3,공간이 넓고 여유 있어서 좋았다 커피는 산미가 있는 편
234,si2****,5,커피가 맛있어요
235,운명조작,5,맛있어요
236,김한소리,5,성수 여러 카페들 많지만 적당히 여유롭고 적당히 사람 많고 맛도 좋아서 자주 옵니다! 리뷰는 처음이지만 ㅋㅋㅋㅋㅋ 또 올게여!
237,유그난,5,크림아몬드초콜렛 완전 맛있어요! 자그마치에 가면 이것만 마십니다!
238,sweetie,4,달달하니 맛있어요
239,년주,4,매장이 크고 커피가 맛있어요 화장실이 너무 낡았어요
240,해일리심,3,"인테리어는 괜찮은데, 의자가 생각보다 불편했어요ㅠ 그것만 좀 아쉬웠고, 조각케잌은 짱맛!!"
241,Jay,3,"인더스트리얼한 인테리어, 자유로이 비치해 둔 매거진, 골똘히 생각에 잠긴 손님들... 성수의 분위기를 잘 보여주는 것 같아 좋았어요. 지역에서 왜 사랑받는 카페인지 알 것 같아요."
242,wonjae06,4,편한의자는 앖지만 단체석이 많고 탁트인공간이 좋내요
243,Vvvvvvv,4,"사람들이 동시에 떠드는 순간 데시벨 끝까지 솟지만, 괜찮아 괜찮아."
244,kiboda,4,커피 케익 맛나네요 ㅎㅎ
245,Rika,4,공간이 넓고 잡지도 볼 수 있고 좋아요.
246,캐네디언,3.5,얼그레이케이크 맛있어요
247,n4151010,3,조용하진 않아요
248,칵투스,5,최근에 먹은 바닐라 라데 중 최고였다!!! 원두맛이 살아있음 !!
249,뚜삐뚜뚜,4,조명때문에 사진을 이쁘게 찍진못했어요 ㅎ 크림 아몬드 초콜렛 맛있읍니닷! 디저크는 케이크 네종류뿐이에오..
250,CREAM,3,"분위기좋음, 차값은 비싼편"
251,Jenn,5,분위기짱짱
252,Moon,5,공간이 널찍하고 분위기가 참 좋아요 라떼아트 예뻐요 굳ㅋㅋ
253,Zoh,5,분위기가 좋은 카페
