,USER,SCORE,REVIEW
104,루시,4.5,성수동에서 제일 핫한 카페 빵 맛있고 커피 맛있고 내부 자리 많고 야외 자리 많고 뭐 부족한 게 없네요 카페 바로 앞에 공영 주차장도 넉넉합니다.
105,마드모아젤 크리스탈,3,좋아요~~~~~~~~~~~~~^^
106,Sol,4,빵이 호불호 갈리는 것 같어요 ㅎㅎ 그냥그래요
107,bos****,5,고소마버터롤 너무 맛있어요
108,요롤레히,3,팡도르는 별로임
109,suuub,5,빵이 완전 맛있어요 굿굿 분위기도 굿
110,나나,5,맛있어요 ㅎ
111,소리샘,5,좋아요
112,tlaek,5,루프탑 분위기도 좋고 커피 맛도 너무 좋았어요! 빵도 맛있고 직원분들도 너무 친절하세요. 또 가고싶어요🙈
113,eh,4.5,분위기 좋구 빵은 진짜 모두모두 맛있어요 빵의종류가 업데이트 자주되는거 같아요 좋아요
114,조천사,5,좋아요
115,그대의곁에서,5,빵 맛있고 커피도 맛있어요
116,랑랑,5,커피 빵 다 맛있어요
117,lee****,2.5,맛나요
118,파랑토마토,5,항상 맛있는 빵집! 성수동 갈 때마다 꼭 들르는 빵집! 커피도 맛있어요 빵은 물론이고
119,dbw****,4,좋아요
120,수박,5,존맛탱
121,니모니모니,4.5,70년대 건물의 앤티이크함 쉬기에 너무 좋아요 햇빛 좋은 날 그늘막 아래 ~
122,ALICE,3.5,진짜 맛있어요!!!
123,연꽃,4,구석구석 자리 많고 좋아요
124,ado****,5,대만족입니다!!!!
125,춘봉호두,3.5,커피가 맛나요.
126,S N O W jinny,1,"핫플이라 살짝 아껴뒀다 방문했는데 빵만 맛있고 나머지는 죄다 미흡하네요😭 주차도 불편한데 직원분들 대응도 답답하고, 카페 의자며 자리도 불편하고... 한번 방문으로 만족해야겠어요😢"
127,unknown,4.5,팡도르는 개인적으로 먹을수록 느끼해서 반만 먹었고 버터롤은 쫄깃하고 담백 짭잘해서 진짜 맛있어요
128,티아,5,맛있어용
129,천양운집,3.5,예전보다 아메리카노 ^^* 아쉬워요
130,khkdb16,0.5,음료 다 별로에요 최악
131,momo,5,오틀리라떼 맛있네요 근데 빵이 너무 빨리 다 팔렸네여 ㅜㅜㅜㅜ
132,J9,2.5,"맛있는 카페?라고 하기엔 좀 그렇다. 빵도 커피도 가격대비 뛰어난건 없다. 맛있는 카페 라기보단, 가볼만한 카페라고 하는게 맞을듯하다."
133,3d홀릭,5,맛나요
134,유닝,4,성수동 핫한 카페여서 방문해봤어요~ 좋아요
135,럭키미뇽,5,분위기 굿굿!!
136,앵뇨,4.5,직원친절 인테리어좋고넓음 음료가격대비 모르겟음
137,maybebaby,5,라떼 맛있어요.
138,박세희,4,빵과 커피가 진짜 맛나요 ㅎㅎ
139,gs786,2,기대가 컸나봅니다ㅠㅠ
140,고끼리,5,좋아요
141,oo,3,팡도르가 맛있는지 모르겠음 다른걸 드세요...
142,옌,5,내부도 예뿌고 빵도 너무 맛있었습니다 !
143,Jicco_Cova,4.5,굿
144,레지나,4.5,친절해서 너무 좋아요 :-)
145,hglee4341,3.5,커피맛 굿
146,박예진,5,머쉬룸 포카치아 강추~!!
147,Cookie Berry,5,팡도르 맛있어요!!!👍🏻
148,빵순이22,4,사람이 너무 많아용
149,보낑깡,5,아보카도명랑바게트 맛있어요 ㅎㅎ
150,12345,5,사람이 엄청 많았어요... 빵은 맛있는 건 맛있었어요!
151,1098022900,4.5,포장해 와서 먹으니 별로네요..
152,songinthesun,4,빵 맛있음
153,만흥철공,4,젛아요
154,바바,5,다맛있엉
155,신죠,5,좋아요 !
156,오리알,2,커피맛도 스벅보다 별로..빵사는 동안 20분도 안되서 앞에 널널했던 거주자 주차구역에 주차딱지 붙어 더 속상..딱지 끊긴김에 차 옮기고 먹고가자고 빵샀는데 신메뉴 바나나케잌? 비추ㅠ 빵이 푸석푸석..한번더 속상 ㅠ그냥 아는맛 시키세요
157,행복한행운이,4.5,"예전보다 덜 복잡해서 좋아요 커피맛은 쏘쏘, 빵은 맛있어요"
158,세븐데이즈,4,재미있는 카페네요^^
159,아이다,5,맛있고 분위기 좋아요 :)
160,박주현,2,낮잠자기 좋은
161,jko5757,4,핫한곳이라 사람들이 많더라구요 아메리카노는 생각보다 연했어요 그게 쫌 아쉬움요
162,GKelly0921,3.5,쇼콜라나나ㆍ 신제품ㆍ 생바나나덩어리와 생초코느낌 덩어리는 매력적. 명란아보카도 바게트 쏘쏘 분위기 예전그대로 굿
163,요미,5,맛나용
164,jinsa1989,4,좋아요
165,ilj****,4,좋아요
166,Mm,5,빵도 맛있어요 직원분들도 친절하시고 자리도 넓고 사람도 많아요 ~!
167,Jellllie,5,카페 내부가 되게 넓고 좋아요. 빵도 맛있음
168,fcm****,4,좋아요
169,냐냐냐냔냠,3,아메리캬노
170,송딸기,4.5,좋아요. 빵도 더 다양해지고... 너무 큰 북적거리만 없으면 좋겠네요
171,jijiqo,4,빵은 맛있는데 루프탑 의자가 많이 낡았네요.
172,Yeji,5,친절하고 빵도 맛있어요!
173,사랑곤쥬,5,주말이라 사람이 많았지만 다행히 바깥에 앉을 수 있었으나 매우 추웠음 아직은 봄이 아닌가봐요ㅠㅠㅠ 빵은 넘나리 만족스러웠♥️
174,민트삼촌,4,빵이 정말 맛있었어요! 장소가 장소인지라 사람들이 많아서 여유있게 앉아서 마시긴 힘들어요 ^^;;
175,비비안,2.5,걍그래요;;;
176,비비안,3,커피맛 별로에요;;; 왜 인기가 많은지 모르겠어요
177,come2me,5,분위기좋규 맛있어요ㅐ
178,alt****,4.5,앙버터 맛있어요
179,딩이누나,4.5,쪼아
180,jih****,3.5,자리 많음 음식은 쏘쏘
181,shuzzer,5,빵이 역시 맛있어요
182,sak****,4,빵 정말 맛있어요~근데 커피잔이 문제인가요~커피가 너무 금방 차가워져서 아쉽네요
183,인,4.5,종류도 다양하고 신기한 빵이 많아요
184,이상동몽,5,커피가 맛나고 디저트빵류도 괜찮습니다. 분위기도 좋은데 사람이 너무 많을 때가 매우 많습니다.
185,jungune,3,굿
186,여니여니,5,빵이 안살 수 없는 비쥬얼에 맛도 기가막혀요^^ 지금은 커피를 마실수가 없어서 문경오미자티 사먹었는데 가격은 좀 부담스러웠지만 맛은 굉장히 있습니다♡
187,hey****,5,분위기 좋아요.
188,Jingju,5,좋아요
189,Jingju,5,좋아요
190,상상유희,4,빵하고 커피 맛있어요
191,그랑데이,5,성수블랜드 원두로 집에서 카페처럼 진짜 맛있어요 그리고 무엇 보다 남자직원분들이 너무 친절했어요
192,천히,4,분위기 좋고 맛은 무난. 가격은 아쉬운 편. 요즘은 예전과 달리 괜찮은 카페가 많아져서 굳이 사람 많은데 기다려서 들어갈 정도는 아닌?
193,루핑,4,늘 친절하시고 빵 포장도 깔끔해요 빵은 당연히 맛있고요 😊
194,놀러다다,4,맛있어요 ㅎㅎ
195,158****,3,ㅣ
196,이유리,5,자리가 없어요
197,생각만듬,5,버터롤 짱 맛 !!
198,생각만듬,4,분위기 빵 커피 다 좋아요
199,TastyRoad,5,맛있어요...다른 빵들도 먹어보고싶어요
200,9rum2,5,👍👍👍👍👍
201,BOKU,5,좋아요
202,소희,5,맛있어용
203,슬슬,4.5,머쉬룸포카치아랑 다크소미 포장했는데 둘다 맛있었어요ㅎㅎ 다음에는 다른빵에 도전해보고 싶네요!
204,shi****,5,굿
205,화이,4.5,가격대가 좀 있긴해요 빵 너무 맛있어요
206,LJE,5,맛나용:-)
207,co,5,맛있어요
208,흑삼,5,좋아요
209,pkm****,5,좋아요
210,Jee,4.5,서울에서 개인적으로 좋아하는 ‘에스프레소 콘 파냐’를 판매하는 곳 :)
211,안뇽,3.5,커피는 너무 셨고... 빵은 기대 이하의 평범한 맛이었어요ㅠㅠ
212,Jee,4.5,어니언의 빵은 모두 맛있지만- 그중 개인적으로 가장 좋아하는 빵은 ‘검정크런치’와 ‘공주밤빵’ 이에요. 💞💞💞 간식타임에 딱- 좋은 빵들입니다. :)
213,Jee,4.5,"스벅 스타일을 좋아하지 않고, 산미도 적당히 있고 깔끔한 스타일을 좋아하는데- 어니언 블렌드가 그런 느낌이어서 좋아합니다. :)"
214,Jee,4.5,어니언의 빵은 중독성이 매우 높다는 생각이 드네요 🙈 남녀노소 모두가 좋아할 것 같은 맛이랄까요. 💞 요즘엔 아침에 가면 배달주문이 많아서인지 빵이 빨리 사라져요!
215,Jee,5,커피는 늘 만족스럽네요. 😊💓
216,Jee,5,어니언에서 가장 좋아하는 메뉴인 ‘에스프레소 콘파냐’ ☺️❤️
217,ree****,4,조아요
218,june7ok,4,커피맛도 좋고 빵도 맛있지만 너무 비싸요
219,yoy****,3.5,좋아용
220,Jan,5,말해뭐해요 항상 맛있게먹고있습니다
221,mic****,5,ㅈㅁㅌ😊
222,Jee,4.5,"분위기도 좋고, 직원분들도 친절하고, 커피도, 빵도 맛있는 공간입니다. ☺️"
223,Jee,4.5,언제나 좋은 기운이 가득한 공간이에요. :)
224,Jee,4.5,이날 마신 싱글 오리진은 향도 짙고 맛도 좋았어요! :)
225,jjc****,4,굿
226,오타마녀,3,굿
227,오타마녀,3,굿
228,사오정,3,좋아요
229,cor****,3,좋아요
230,이유정,4,조아요
231,미농,4,좋아요
232,Sjshfhf,4.5,앙버터맛잇어용
233,성수동김여인,4.5,굿
234,luv****,3,굿
235,lee970910,5,맛있고 분위기도 좋아요!
236,2HD,5,분위기 좋고 맛난 빵과 커피를 즐길 수 있는 곳
237,깡총,4.5,우선 25일 이날 계산 해주시던 남자분이 정말 정말 친절하셔서 매장 이미지가 좋은 이미지로 낙인 ! 다들 힘드시고 바쁘실텐데도 밝게 이름불러주시고 말씀해주셔서 너무 좋았습니다 . ^^ 빵은 바로 바로 채워져서 너무 좋았고 다음에도 재방문 하겠습니다 ! 다만 빵 종류들은 다른 타 빵 가게 들과는 차별화도 없고 흔한 빵이 많아 아쉽 ㅜ
238,sy,5,예뻐요 포장해주신 남자 직원분 엄청 친절하시네요 🙂
239,dor****,4,너무 비싼것 빼곤...만족
240,유경,4.5,맛있어요~
241,조이나우,4,#성수#어니언
242,dmsw,4,가격이 좀 비싸긴 하지만 빵은 정말 맛있어요. 직원분들도 친절합니다.
243,ASAP,4.5,"팡도르랑 앙버터 역시 맛있네요 근데 가격이 살짝 부담이,,,"
244,퐁퐁,4,인테리어도 예쁘고 빵도 맛있어요! 다만 사람이 좀 많아거 자리잡기가힘드네여
245,기멩,3,비싸요
246,sul6159,4,좋아요
247,민지박,5,빵도 맛있고 직원들 너무 친절해서 기분좋았어요 인기있는 이유가 있습니다.
248,yeo****,4,마감 2시간 안쪽으로 가니 확실히 빵종류가 많이 없네요ㅎㅎ 어니언 앙버터 즐겨 먹던 아인데 버터도 예전보다 덜 풍성하고 팥소에 호두도 덜 씹혀서 담백해졌단 생각이 많이 들었어요ㅎㅎ 다음엔 한낮에 방문해봐야겠네요!
249,별일없다,5,여러번 가도 좋은곳. 지인들과 성수동 가면 어디갈까 하다가 꼭 들르게 되는곳이다. 안가본 사람이 꼭 있기때문에. 팡도르도 좋고 버터소금빵도 맛있고 넉넉한 공간도 좋음. 다음에도 또 갈 것 같음.
250,간달프,5,어니언성수에서 맛있는 빵도 먹구 친절하게 응대 해주셔서 너무너무 좋았어요!! 감사합니다
251,마더스고양이,5,팡토르 맛있음
252,예민,4,생각보다 내부가 조용한편이어서 좋았어요
253,냐하하하,5,빵이랑 음료 다 맛있어요
254,김,4,빵들 다 맛잇어요
255,dic****,3.5,기대보다 별로였어요 특별하진않아요 기본은 해요
256,뀨,5,맛있어요!! 날씨가 좋아서 옥상에서 먹기도 좋네요
257,LENA,5,테라스 짱
258,천사맘,4.5,분위기 좋아요~^^
259,쏨2,5,베이커리 맛집
260,지니몬,3,"초코크루아상 존맛 팡도르, 앙버터 스콘 노맛"
261,ruddk4127,5,빵 맛있어요~
262,plu****,5,빵이 너무나 맜있는집!!
263,햇살,3.5,올만에 팡도르
264,Juju,3,성수동 빵카페 1세대의 시쟉
265,올리브,4,오틀리라떼 고소하고 맛있어요
266,츄잉,5,핫플입니다
267,행복한꿈꾸미,4.5,성수 카페답게 옥상에도 파라솔과 테이블이 놓여 있어 요즘 딱!! 커피맛도 굿.
268,Identity,5,간식으로 두개나 먹었네~저녁인건가!!! 언제나 만점
269,좋은버터,5,구수굿굿
270,별명없음,4,오틀리라떼 맛있어요.
271,YOON,5,팡도르가 아주 미쳐써요 맛있어요
272,wogml472,5,빵 종류 많고 너무 맛있어요ㅠㅠ
273,Bam,5,모두 친절하세요
274,여왕,4.5,좋아요
275,Bam,5,단백 깔끔 고소 맛있어요
276,Bam,5,사람 없는 시간 대에 갔는데 분위기 좋아요
277,Carol,4.5,좋아요
278,동녘,5,"성수카페들 중 거의 베스트,,"
279,빨간하트,2.5,빵도 커피도 괜츈한편~ 근데 서비스... 아직 덜 자리잡은듯... 내가 시킨거랑 딴분이 시킨거랑 오더 잘못 들어갔는지 바꿔서 줌 ㅜ
280,thdwlgP,5,좋아용
281,돈정이,5,굿굿
282,엉뚱한아이,5,어니언은 커피도 맛있고 빵도 맛있고 샌드위치도 맛있어요. 언제 가도 좋은데요. 개인적으로 성수점이 가장 좋습니다.
283,이이이,2.5,아이스 바닐라 라떼 비추요
284,혼이담긴구라,5,매장 분위기 깡패에여
285,뚜리,5,빵맛있어요ㅎㅎ
286,ddm****,4,아메리카노가 약간 시고 씁니다 분위기는 코로나 시대에 걸맞게 넓직합니다 인근에 공사해서 좀 시끄럽지만 편하게 쉴수있는 카페입니다 빵 종류는 많습니다
287,mayqeenlee,5,분위기멋짐~
288,dki****,5,빵 맛있어요!!!
289,empty,5,친절하고 너무 좋아요
290,윤정은,5,분위기좋아요~^^ 빵도맛나요
291,jun****,4,^^
292,hun****,5,맛나요
293,70미연,3.5,좋아요
294,용이,3,가게 내부는 특이하고 이쁘나... 빵은 저녁에 가서 그런지 딱딱하고 먹기 힘들었어요.
295,송이,5,빵 맛있어요
296,suchang70,4.5,좋아요
297,lee****,4,유명해서 한번 다녀왔어요~~ 맛도 있고 편하고좋았어요
298,언니,3,비싸요
299,서지선,5,빵도 맛있고 음료도 양 많고 무난해요 빵은 특히 올리브 베이컨이 맛있어요
300,jmt,5,맛있어요😊
301,와이코,3,좋아요
302,알궁댕,5,앙버터 진리!!!!
303,늑대와 여우,4,빵 맛있는데 가격 비싸요~~~
304,요룡,5,"빵하면 성수 어니언,,,🍰"
305,astonixx,4,공간도 좋고 직원분들도 좋았어요.
306,lyric,4.5,은근 자리 많아요 빵도 괜츈
307,이누이누,4,테라스 분위기 조아요~~~ 근데 데워먹으면 맛있는 빵이라고 쓰여있어서 먹고간다고 하면 당연히 데워주시는줄 알았는데 아니었어여 ㅜ
308,QUEENAMANG,3.5,성수동에 왔다면 한번은 가볼만한 카페
309,ho5****,3,좋아요.~~~♡♡♡
310,you****,5,비싸요
311,시리리리,5,좋아용
312,어린왕자,2.5,ㅋㅋ
313,happy맘,4,딸래미 성수역에 데려다 주며 잠깐 들려 빵만 사봤는데 다 먹고 한컷 밤빵 넘 맛있네요
314,람,5,맛있어요
315,lemontwist,3,아메리카노 원두 선택이 안되서 아쉬워요.
316,tht****,4,#성수카페
317,리브우,4,팡도르 최애 맛집입니다
318,꿈을꾸자,5,빵 맛있어요~ 커피도 괜찮은데 밖에는 소음이 심하긴하네요
319,imsh,5,너무 맛있어요 ㅠㅠㅠ
320,오디,5,저녁에 분위기 개굿
321,navely,4,저녁에가면 빵이 너무 없어용.
322,둥이네,4.5,커피도 맛나고 특별한한 카페입니다
323,권재현,5,"굿 플레이스, 굿 브레드!"
324,분홍이,5,빵 너무 맛있어요
325,미미,4,빵 맛집이에요~ 다만 가격이 좀..ㅋ
326,myl****,5,성수동 카페 너무좋아요
327,류루루루,4.5,카페라떼 맛집
328,riiinnn,5,빵 맛집 ! 앙버터 바게트 맛있어요 👍🏻
329,녕,5,매주 금요일마다 재철 과일을 먹을 수 있어서 너무 좋아요:) 오틀리 라떼는 처음 먹어보는데 고소하니 넘 맛있네요!
330,시드니,5,분위기좋고 사람 많이 오는데 직원분은 되게 친절하시네요 ㅎㅎ기대이상
331,나온,4,좋아요.^^
332,써니데이,4,빵이 맛있고 루프탑 공간이 좋았습니다. 유명한 곳이라 대기줄이 길었습니다.
333,늑대와 여우,4,빵종류가 다양하고 맛있어요~~~
334,mvt****,5,분위기 좋고 베이커리 맛집이에요
335,4choongi,5,좋습니다아아아아아앗!
336,gan****,4.5,항상 맛았게 먹고갑니다.
337,차곡파티세리,5,항상 맛있게 먹고 있습니다 굿굿
338,냠,4,메이플 소프트 브레드 부드럽고 달콤해요!
339,할매님,5,요즘 날씨에는 루프탑이 분위기 정말 좋네요 힐링하고 왔어요
340,gos****,5,커피도 맛있고 좋아요 테이크아웃하면 할인해주세요
341,thdwlgP,5,밤빵 존맛
342,로지,5,좋아요
343,기분좋게 살자,3,주차가 힘들다
344,김수정,4,"빵은 한가지뿐이라.. 달달하니 맛있었어요. 바닥이 다 회색이라 평지인줄 알았는데, 조심하세요~ 생각보다 턱이 있음."
345,ddu,4.5,어니언 성수.. 빵수니들의 천국
346,워니,4,테라스에 참새들 놀러와서 좋았음 ㅎㅎ
347,휴지,4,빵을 비닐없이 진열해놔서 조금 찝찝했어요.
348,실실이,3.5,괜찮아요 괜찮아요
349,gos****,5,직원분들도 밝게 인사 건네주시고 커피맛도 항상 맛있습니다. 또한 매장 곳곳 어니언만의 개성이있어 자주 방문합니다.
350,배고프지않냐,4.5,버터롤은 진짜 아침마다 먹을 수 있을거같아요ㅜㅜㅋㅋㅋㅋㅋㅋ아아
351,포레스트가필드,5,빵 맛있어요
352,미뇽,3,너무 기대하고 왔었나봐요..ㅜㅜ
353,헤이요뿅,3.5,분위기는 너무좋은데 빵은 비주얼에비해 쏘쏘..커피가격도 너무..ㅠ
354,으덩,5,맛나요 짱짱
355,찐,4.5,평일 사람 없어서 좋았어요
356,Elf,3.5,"여긴 분위기 맛집이네요 핫아메리카노는 개인적으로 넛트, 살짝 풋내, 고소함, 부드러움 머그잔이라 물로 많이 희석해서 연해진듯 아보카도 명란바게트 짭조름한게 맛남"
357,sev****,5,맛잇어요오오오
358,jej8709,5,공주밤빵
359,태양의해나,4,한번쯤갈만한곳
360,zena,2.5,가격대비는 음료가 별로였어요. 빵은 종류가 별로 안남아있어서 안먹었고 공간이 뭔가 옆사람이랑 간격도 좁은편이었고 그렇다고 실내가 예쁜지도 모르겠어요 ㅠ 간판이랑 빵 진열되있는곳만 예뻐요. 그런데 가격이 비싸서 가격값못하는느낌
361,아리아리,3.5,^^
362,아아,5,친절해요
363,유이이이잉,3.5,감각적인 인테리어 좋아요!
364,종혁이 아빠,5,공사중이였다는...2층 ㅜㅜ
365,해변의 카프카,5,"테이크아웃하면 2,000원 할인이 매력적입니다."
366,illliill,4,독특한 인테리어~! 이국적인 맛과 직원분들이 친절하셨어요
367,방울,5,맛있어요
368,luna,4,빵 맛있어요
369,luna,4,커피 맛있어요.
370,withlump,5,좋아요
371,혜선,4.5,굿굿
372,김세정,4,빵 맛있어요.
373,달콤사탕,4,테이크 아웃시 할인도가능하고 맛도 있어요 추천!!
374,win****,0.5,카페인지 빵집인지 알 수 없었던 곳 아아랑 패션후르츠티를 시켰는데 아아는 어름이 녹기 전인데도 불구하고 굉장히 밍밍해서 보리차 느낌이 났고 패션후르츠 티에는 시럽을 아끼려고 하는건지 모르겠지만 패션후르츠 씨가 씹히는게 좋은건데 씨가 육안으로 셀 수 있을만큼 적게 들어가 있었다.. 그냥 물에 패션후르츠 시럽 조금 타주는건데 이럴꺼면 6500원을 받지 말던가;; 음료에 신경을 좀 써줬으면 좋겠다. 빵만 맛있으면 빵집을 하지 왜 카페를 하냐고.. 음료 드시지 말고 빵만 테이크아웃 하시는걸 추천합니다.
375,Bella,3.5,좋아요
376,jie****,5,친절친절 왕친절
377,챙꾸리,5,분위기도 좋고 알바생들 인사성도 너무 좋아요! 그래서 더 분위기가 밝게 느껴지네요 ㅎㅎ
378,배고프지않냐,5,"베이커리, 카페는 맛집이라 불리는 곳 중에 인기 거품 많이 낀 곳이 있는데 여긴 자주 찾게 되요. 직원 분들도 친절하시고요."
379,보들이,4.5,플랫화이트는 커피맛이 진한편이어서 저한테 좋았고요. 치아바타등 빵이 본연의 맛으로 만족스러웠네요.
380,juwon,5,귯 일주일에 몇번가는지모르겠어요 두번이나 갔어요
381,한강이맘,5,가격은 있어도 맛있어요!
382,마블지니,4.5,고소미버터롤 진짜 고소하고 맛있습니다 :) 가성비 갑 메뉴에요! 겉바속촉 제대로입니다.
