,USER,SCORE,REVIEW
27,JayLee,0.5,이런거에 그렇게 민감한편이 아닌데 참 연휴 마지막에 기분이 상하게되네요. 주문받으면서 주는 카드를 아무말없이 받더니 계산하고 알림벨과 카드 돌 려주는데 구매자를 보지도않으며 툭 주는데... 돈내는 입장에서 참 기분 뭣같네요... 주문받으신분은 스텝들에게 물어보니 여사장님이라고 하시는데.. 그런방식으로 스텝교육시키는지....
28,녀주,3,비싸요
29,kjekje,0.5,"피자,리코타치즈샐러드,파스타 먹었음 전반적으로 가로수길 고급 브런치카페 수준으로 비싸고 맛 없고 불친절한 곳 피자 4/5 도우가 얇고 쫀득해서 맜 있음 2.7이었는데 조금 비싸다 생각함 파스타 0.5/5 파스타 절대 먹지 마세요 가격도 2.5이상이었는데... 강남에 같은 가격주고 엄청 맛있는 파스타 먹을 수 있음,.. 진짜 가격 너무 비쌈;; 샐러드 2.5/5 샐러드 가격도 2.5이상; 그냥 보통인 맛.. 근데 이 돈 주고는 안먹음 아 그리고 내부 너무 추워요 제..."
30,spring8620,3.5,분위기 좋아요
31,셀럽,2,맛이ㅠㅠ
32,7ebor,5,커피 맛있는데 가격이 엄청나네요 ㅋㅋ 한번쯤 가보기에는 괜찮은 것 같아요!
33,홍차,4,가격대는 좀 높지만 맛있어요
34,berry,0.5,사장님처럼 보이는 여자분 불친절해요
35,RDAM,3,공간 컨셉을 잘 모르겠고 내부인데도 추운 느낌이 들어서 외투 입고 있다 나왔습니다. 넓직하지만 취향은 아니었습니다.
36,kim****,4,맛나요^^
37,blackcab,4,카페 인테리어는 최고. 케이크나 음료는 가격대비 실망. 직원들 태도 별로. 사진 찍으러 한번 가기 좋은 카페
38,다코코,4.5,"공간이 널찍하고 음식이 맛있어서 좋았어요, 추워서 겉옷을 벗기는 어려웠네요 🤭"
39,루핑,4,공간이 넓어서 좋은데 조금 추워요~ 와인이랑 먹으려고 주문한 음식이 넘 맛있었어요:)
40,no1kkw23,5,커리크랩 리조또 정말 맛있습니다.
41,박하얌,4,굿
42,슬기,5,비짜여ㅠ
43,슬기,5,맛있어요
44,수원전자,5,너무 좋당
45,마이웨이,5,분위기도 좋고 완전 맛있어요^^
46,혼이담긴구라,5,"분위기, 음식, 음료 정말 최고에요"
47,hyemin,4,분위기는 좋은데 음료들이 비싼편이네요 ㅠ
48,하이hi,4.5,밖에서 보면 사람이 없어보여서 들어가기 망설였는데 막상 들어가니 안쪽까지 자리가 있었고 사람도 많았네요. 소품들이 힙하고 예뻐요! 얼그레이가 너무 맛있었어요. 직원분들도 매우 친절하세용
49,sc305,3.5,놀면뭐하니 나왔다고 해서 겸사겸사갔지용ㅎㅎ 얼그레이 케이크맛있어요! 마틸다초코도! 커피는..비싸여ㅜ
50,유노맘,4,야식
51,노아,4.5,분위기 최고
52,햄,2,너무비쌈
53,jadud1013,2,매장은 엄청 넓고 분위기는 좋은데 와 이때까지 먹어본 한라봉 에이드중 최악 그와중에 비싸고
54,ans****,0.5,카운터에 주인인지 짧은머리아줌마 친절함이라곤 1도없고 인사한마디없이 큐알만찍으라하고 신경질적으로 주문받는데 태도 불친절의 끝. 일하기긿으면 집에가주시길 손님들까지 기분상하게 하지마시구여. 스콘은 차갑고 돌덩어리인줄알앗음 이빨나갈뻔 다신안간다
55,달콤쌉싸롬,3,비싼데 맛은 쏘쏘해요..
56,son****,4,좋아요
57,당근,3,비싸오ㅠ
58,pey,3,좋아요
59,pey,3,느낌있는 느낌
60,emil,4,1번째 방문입니다
61,깡총,4,- 가격이 비싼 편 - 다른 피자집과는 다르게 피자나오는 속도가 조금 느림 이 가격에 양적었으면 화났지만 양많아서 좋았지만 맛은 .. 금방 질리는 맛이 기에 다음에 방문 한다면 더블치즈피자는 안먹을 예정
62,뭐든그녀,5,좋아요
63,lilkong,4,비싼만큼 맛있지는 않아요. 그래도 전반적으로 맛&분위기 낫밷입니다!
64,jassia,4,카페 넓고 크고 분위기도 좋아요 근데 메뉴가 너무 늦게나왔어요 ㅠㅠ 그게 약간 아쉽네요
65,샤밍밍,4.5,분위기 굿. 얼그레이 케이크는 그닥
66,킥킥,3,남양주랑 가격이 비슷하네요 비싸여 먹을만한 정도
67,shugi,5,괜찮아요 치즈케익 제이엠티입니다
68,rnf****,3.5,분위기 좋고 맛도 쏘쏘해요
69,fan****,3,조아요
70,xodwk03952,2,값에비해쏘쏘
71,Shk,2,두번갈곳은 아님 케잌 비싸기만하고 돈아까움
72,Hhn,1,갤러리 카페라고는 하는데 인테리어가 뭔가 아쉽.. 맛은 짠편이고 아보카도플래터에 아보카도 쥐똥만함 카운터 아줌마 불친절 식사는 비추
73,석지은,1,일단 카운터 여자분이 불친절함 큐알찍고가라고 짜증내듯말하고 케익시킬때 가져와야해요 짜증내듯말함. 음식은 맛은있었으나 짠편 가격 생각해보면 그냥 여기선 분위기 낼겸 맥주한잔만 하길 추천. 폰충전 맡기고 올라갔는데 앞에 손님꺼 꽂힌거 있다고 못했다고함. 맡길때 말했으면 먹으면서 사진이 라도 찍고 폰 죽었을텐데 아무것도 못하고 폰만죽음
74,mh,3.5,...
75,씨야,4.5,방역관리 철저.분위기 굿!!
76,쭈블링,5,분위기 좋네요 커피도 맛나요
77,소미맘,5,분위기가좋네요
78,레레로,5,굳
79,유혜민,5,마싯어요ㅎㅎㅎ
80,ch9****,4,맛잇어여
81,Good나나,4.5,분위기 좋네요. 첫느낌은 최고였어요. 해외온줄 ㅎㅎ 대신 의자가 좀 편하지 않고 에어컨이 높게 달려있어서 좀 더웠어요.
82,yeon,3,인테리어도 좋고 이쁜데 쓸데없이 너무 비싸요
83,도비,4,공간도 넓고 인테리어도 좋았어요:) 아인슈페너가 생각보다 좀 아쉬웠네용 ㅠㅠ
84,구니,4.5,파스타찐맛있어요
85,ghkddmstn81,4,장소는 너무 좋은데 음식은 다 남겼어요 특히 케익 다 버림 커피만 마시러 가야겠어요 음식 진짜 못함
86,쏭,2.5,두번 갈만한 곳은 아님
87,yuna1541,3.5,여기 분위기 너무너무 예쁜데 가격대가 좀 있음 ㅠ
88,유즈,5,피자맛있어요!!!!!역시너무좋아용
89,Querencia,3.5,열린 공간이라서 모기가 많았어요
90,jjy****,4.5,맛있어요
91,Querencia,3.5,분위기 좋고 피자 맛 좋은데 종업원들이 친절하지는 않고 칵테일은 토닉워터만 많이 넣어요
92,puruni,3.5,맛이.. 훌륭친않지만 분위기값으로~
93,하이버리,2.5,아보카도 올린 리조또 맛있었어요
94,이야호,3.5,"#성수동카페 #바이산 공간이 매우 넓어서 좋습니다. 화장실도 여성 기준 세칸이고 깨끗해요!(훌륭) 다만 여름인데 시원한 날이라고 해도 에어컨을 안 틀어두어서.. 케익류 먹는데 크림이 녹아요. 커틀러리들이 통일이 안된 점도 조금 아쉽네요. 공간이 넓어서 소리가 울리는 점때문에 조용하진 않아요 정신 사나움ㅋㅋ 메뉴 가격대가 조금 있는 편이지만 다양하고, 넓은 공간에서 여러명이서 쉬기엔 적절합니다."
95,yurosang,4,#아이스아메리카노 #얼그레이 케이크 케이크 맛있어요 더워요 ㅠ
96,3d홀릭,5,분위기최고
97,아인즈,2.5,"분위기는 괜찮은데, 에이드가 탄산이 너무 강하지 않고 달기만해요"
98,민,5,음료가 맛있고 공간이 쾌적합니다.
99,깜씨,5,음료 맛있구요! 사람은 많은데 인테리어도 이쁘고 특이해요~
100,호호,5,만족합니다
101,여행가세라,4,피자가 맛있었어요. 분위기도 좋고요. 테이블들은 식사 하기 불편했어요 ㅠㅠ
102,coo****,2.5,분위기좋음
103,cut****,4,너무 정신없음!
104,bbu****,5,커피굿!!
105,and****,4.5,너무 맛있습니다 또 올게요
106,greendoong,4,"분위기도 맛도 좋은곳.가볍게 피맥하기도, 커피에 디저트, 간단한 식사가 가능하고 무엇보다 층고가 높은데 테이블 간격이 적당해서 시끄럽지 않았어요. 유니크한 갤러리 인테리어도 좋고...케익종류가 여러종류인데 다소 비싼가격에 비해 맛은 많이 아쉽네요."
107,짱구온라인,5,분위기 너무 좋고 사진 찍기도 좋음 음료랑 케잌 둘다 존맛 다만 가격이 비쌈
108,sub****,5,
109,정선,5,피자랑 파스타 다맛있어요 ㅠㅠ
110,거부기,5,분위기 좋고. 맥주 맛있고. 데이트 코스 추천.
111,반쪽,4,분위기맛집 시끄러움
112,하이,5,맛나요!!
113,쉘,5,크고 좋아요 ㅋㅋㅋㅋ
114,연금술사,5,아이피타임1: 123456789a 바이산2f: baesan2f
115,레몬아이,4,성수의 힙플레이스에서 낮술 한잔..ㅋㅋㅋㅋ
116,김스타,4,루프탑에서 시원하게 맥주한잔 !
117,Dior,4,#분위기좋은비어바 #낮술행복
118,베리507,4,더운여름에 맥주가 딱
119,베리507,4,메뉴가 양도많고 맛있어요
120,때힁,5,힙해요
121,예yes,5,바이산카페 추천해요
122,사또사,3.5,와인이 너무 미지근해욤...
123,우개,4,좋아요
124,NOHMIJUNG,4,좋아요
125,Nathanito,5,분위기 굳
126,cwk2003,5,아인슈페너 꿀맛입니다
127,아지라엘,4,ㅎ
128,캐서린,4,좋아요
129,벚꽃나라,4,굿
130,김현주,5,애차라니패패ㅐㅇ튜ㅜ
131,김나불,5,"분위기 좋은데, 내부가 더워요 ㅠ"
132,니모,4,이것도 굿!! 잘 먹었네요
133,니모,4,맛있었어요~~~~~ 굿!!
134,Miniee,4.5,멋진곳 항상즐거워요
135,뭉,5,맛좋고 분위기좋고 음악좋고
136,ghd****,5,자주가여 굿굿
137,맛난거조아,5,굿👍
138,쭈니,4,"창고를 카페로 개조하다보니 넓고, 높고 공간활용도 좋습니다. 오랜만에 서울에서 여유롭게 시간을 보내내요."
139,써니,4.5,넓고 이쁘고 좋아요.
140,유즈,5,피자맛집이에욧!
141,뿌잉,4,식사 하기에도 맥주마시기에도 딱 좋은 곳
142,abcabc,3,칵테일과 맥주는 맛없어요. 하지만 인테리어가 정말 예쁩니다. 자릿값이라고 생각하고 먹었어요. 루프탑도 있는데 날 좋은 날 한번 더 방문하려고 합니다
143,미라,4,몇 년전만 해도 자리 없어서 나오곤 했는데 확실히 요즘 손님이 적긴 하네요. 분위기로 가기 좋아요. 음료는 기대하지 마시고~
144,트윙클39,2,가격은 비싼데 맛은 그냥그래요. 2층 테라스가 좋아보여서 앉았는데 더러워요..
145,재미,4,음료값이 비싸지만 분위기는 좋아요
146,Hercules,4.5,"성수카페 3대장 바이산, 분위기 굿"
147,ghd****,5,넘좋아서 루프탑에서 피자먹고 1층에서 커피한잔더 하고왔어용<~굿굿
148,후후,3,데킬라선라이즈 너무 맛없어서 한 입 먹고 버리고 옴 ㅠㅠ 진토닉은 그냥저냥
149,ghd****,5,너무좋아요 분위기도좋고 밤에 분위기짱 직원 안경낀남자분 엄청 착하셔서 뒷문으로 나가라고 기다려주시고 너무너무 감사했어요 사장님은 복받으셨네우그런직원둬서
150,그냥,3,
151,한유,4.5,테라스도 매장 안에도 분위기가 goooooood
152,콜라는얼음콜라,3,분위기는 그저 그렇고 정신없지만 라떼가 맛있읍니다
153,cwk2003,5,분위기 최고에요. 담엔 피자 먹어보고 싶어요ㅎ
154,딩딩,4,최근에 놀면뭐하니에 나온 빌리아일리쉬 벽화가 있는 대형 카페 겸 펍이에요. 헤벌리 화이트 맥주 맛있었어요! 2층 테이블에 옥상 테이블까지 분위기 맛집~
155,우기,4.5,분위기도 좋구 음식도 맛있어요~^^
156,행복가득,4,분위기도 좋고 매장도 넓고 루프탑도 있어요. 음료도 맛있고 베이커리도 다양한편인데 주말에갔더니 사람이 많았어요.
157,Hercules,5,"개인적으로 성수 카페 3대장 중 최고인듯, 아주 좋아요 추천!!!"
158,잼잼이,1.5,"검색을 통해 인기있는 맛집인거같아서 방문했어요~예상대로 사람들이 많더라구요~갤러리카페이기도한데 전체적인 분위기는 펍 느낌이 많이 났구요:) 천고도 높고 넓어서 시원시원한 느낌이 좋았지만 주문한 오레오케이크와 아메리카노,생딸기우유가 다 실망스러웠네요 ㅠㅠ 음식에 좀더 신경을써야 되지않을까싶어요^^;"
159,알라,5,무드 끝판왕
160,맛집발견,5,맛있어요 <~~~~
161,Dalmoon,3,케잌은 이뻐요! 노래가 시끄럽네요 ㅠ
162,simso,5,분위기 좋음
163,jeo****,4,사람 없을땐 분위기 좋아요.
164,kim****,5,친절해요
165,써니,5,공간넓어서 좋아요~ 단체로 가기도 좋고 커플끼리 가기도 좋요. 카페공간 자체 갤러리같은 느낌의 인테리어도 너무 힙하네요~ 루프탑도 있어서 넘 좋아여!! 성수동 카페 어디로 갈지 고민하고 계신다면 추천이에요!!!
166,포포,5,분위기 짱 좋아요
167,Blanche,5,분위기가 좋아요~
168,hoi****,4.5,👍🏼
169,랄라리요,3,구경할 거리가 많아서 좋았어요 근데 커피는 노맛
170,면이,5,아메리
171,happy훈,5,굿굿
172,별명,2,빵이 맛있진않더라고요 음료도요
173,지조청순,5,ㅎㅎㅎ
174,103****,5,ㅎ
175,Lucia,5,공간이 좋았어요! 당근케이크가 맛있네요!
176,ons****,5,좋아요
177,0euny,5,커피가 비싸고 카페가 예뻐요
178,가니,5,맛있어요
179,우기부기,5,최고에여~ 맛있어요~~
180,가니,5,넓고 쾌적해요
181,우기부기,5,정말 분위기도 좋고 최고에요!
182,wns****,5,ㅇㅇ
183,juhgddbu,2,"너무 추워요.., ㅠㅜ뭔가 썰렁한 느낌 ㅠㅠ직원분은 친절하시나, 맛은 그저 그래요 ㅠㅠ"
184,깽,5,분위기 좋구 커피도 맛있어요~
185,반트호프,4,크로와상과 테넌츠의 만남 ...좀 추워요
186,mintchoco,5,"최애카페,,,,, 멋지고 공간도 크고 좋아요"
187,mintchoco,5,성수동카페중 최애카페입니다 물론 저렴하진않지만 공간이 정말멋져요 테라스안쪽 2층에 자리들은 사람이없어서 여유롭게 있을수있어요 커피도 맛있 었어요
188,뀨뀨,5,넘좋았어요 음식도촤고
189,xinxi,5,빵은 맛없지만 넓은 층고에 분위기는 압도적
190,지,3,커피마셨어요.커피가 괜찮네요
191,rey 레이,3,이국적인 분위기가 물신 나요 간단한 이베리코 스파게티나 피자도 이써요 미술가 가 참여한 손길이 많이 보여요 여긴 2층안쪽이어서 조용한 편이에요
192,끼햐아,5,넓고 인테리어랑 분위기 너무 좋아요!
193,나뭇잎,3,갤러리와 루프탑 이쁘고 특정앱 깔면 음료 십퍼할인해줌. 음료가격대 비쌈
194,스톰,5,사람이 매우 많다. 음료 나오는데 25분 걸릴 예정이라고 한다
195,느낀대로,3,"밥블레스유에 나온 곳이더라구요. 커피도 무난하고, 초코머핀아랑 그외 빵들도 맛있었어요 바로옆에 대림창고가 있어서 찾기는 쉽습니다"
196,EJ,5,세상 힙한 갤러리같은 카페네요 😎
197,sk3****,4,혼자서도 마시는 음료
198,sk3****,4,카페 탐방 좋아해요
199,Bittersweet,2,개인적으로 음식이나 카페 인터리어중에 시멘바르다만듯 공사하다 만듯한 공장형 인테리어 먼지날려서 싫어하는데 모르고 방문해서 그런지 약간 실망했어요 가격도 핫플값으로 비싼듯..
200,mem****,4,천장이 높다. 사람이많다
