USER,REVIEW,SENTI,COUNT
rjs****,"매주,34,회,방문,하,여서,맛있,게,먹,는,카페,입니다,방문,후,포장,으로,해도,따듯,하,게,먹,을,수,있,어서,좋,습니다",0,0
nam****,"제,최애,카페,입니다,너무,맛있,어요",0,0
난냐뉴라,"먹,어도,먹,어도,안질리는,맛,오프,커피,최고,입니다",0,0
난냐뉴라,"아주,고급,진,커피,네요",0,0
뙈지,"바질,젤라,또,랑,오프,아이스,시켰,는데,젤라,또,도,쫀득쫀득,맛있,고,오프,아이스,도,커피,맛,이,굉장히,좋,네요,사실,공간,은,생각,보단,협소,했,는데,인테리어,도,인상,적,이,고,귀엽,기,도,하,고,그리고,사장,님,서비스,가,엄청,좋,으시,더라고요,장사,잘,하,신다,느껴졌,어요,집,만,근처,면,자주,올,듯,한데,나중,에,또,들리,고,싶,어요",0,0
왓웹,"커피,좀,한다는,카페,가,봐도,분위기,빨,인,테,여기,커피,진짜,진짜,맛있,고,직원,분,들,이,하나,같이,다,친절,해요",1,1
난냐뉴라,"사진,을,먼저,찍,었,어야,했,는데,목,이,너무,말라서,한입,마신다는,게,너무,맛있,어서,원,샷,했,네요",0,0
nas****,"직원,들,의,친절,함,과,따뜻,함,에,또,방문,하,고,싶,어요,커피,맛,또한,좋,아요",1,1
조정은,"커피,랑,젤,로,또,맛있,어요,사장,님,너무,친절,친절,히터,가,빵빵,해서,조금,더웠,지만,굿,굿",2,2
blvd,"여러분,젤라,또는,꼭,드세요,그,외,에,도,메뉴,다,맛있,어요,사장,님,이,너무,친절,하,셔서,즐거운,티타임,가질,수,있,었,어요,인테리어,도,예쁘,고,곳곳,에,사장,님,손길,닿,지,않,은,곳,이,없,더라고요,엄청,정성,스럽,게,꾸며,놓,은,카페,입니다,자주,올게요",2,2
zozzu,"너무,귀엽,고,친절,하,시,고,커피,도,맛있,어요,짱짱",1,1
보리,"예쁘,고,합하,게,꾸며져,있,어요,바질,레몬,슬러시,랑,바질,레몬,젤라,또,먹,었,는데,너무,맛있,고,무엇,보다,서비스,가,좋,아요",0,0
김예린,"맛있,어요,분위기,가,히프,하,고,귀여워,요",0,0
lossophy,"친절,하,고,져야,요",1,1
스시,"추운,날,에,도,생각나,는,바질,레몬,젤라,또,라,먹,으러,왔,어요,역시,나,맛있,네요,강추,합니다,성수,카페,성,수역,카페",0,0
쏘야,"친절,하,고,맛있,어요",1,1
유빈,"분위,가,끌려서,들어왔,는데,잔잔,하,고,좋,은,거,같,아요",0,0
rosa,"성수,카페,스마일,카페,성수,핫플,하,니,밀크,넘,맛나",0,0
샹갈라,"젤라,또,맛집,bb,카페,가,젤라,또,도,맛있,어요",0,0
mon****,"카페,분위기,도,너무,귀엽,고,음료,도,맛있,어요,하트,만들,어,주,셨,는데,너무,깜찍",0,0
shy****,"노랑,의,향연,이쁘,다",0,0
예진,"귀엽,고,사장,님,친절,하,신,곳,담,에,또,가,야지",1,1
니뇽,"서비스,도,너무,좋,으시,고,웰컴,티,가,있,는,카페,는,처음,이,었,어요,선물,로,주,신,마스크,도,잘,쓰고,다녀요",0,0
lam****,"너무,뀌,어,운,마스크,도,주,시,고,디저트,가,너,기여,와,용",0,0
어어어어어어엉어,"성수동,올,때,마다,항상,방문,하,는,카페,최고,임",0,0
woobs,"매장,도,히프,한,데,오,시,는,손님,들,이,인테리어,중,이,신,듯",0,0
pizont,"주황색,비니,쓴,알바,분,너무,귀여워서,힐링,됩니다",0,0
나리,"커피,도,맛있,고,젤라,또,도,맛있,어요",0,0
이한나,"마스크,도,주,시,고,힙,해요,아주,좋,아요",0,0
톨톨,"사장,님,덜,너무,너무,친절,에인절,이,시,고,커피,도,맛있,고,비,와서,추웠,는데,따뜻,한,웰컴,티,도,주,시,고,선물,로,주,신,마스크,까지,아주,아주,최,곱,니,다,또,갈게요",1,1
nam****,"분위기,도,너무,좋,고,커피,도,맛있,어요,최고",0,0
닉닉,"분위기,너무,히프,하,고,젤라,또,도,너무,맛있,어요",0,0
토리토리햄토리,"레몬,젤라,또,진짜,맛있,어요,포장,해서,하나,먹,어,봤,는데,진짜,맛있,어서,놀라,서,리뷰",0,0
wnd****,"여기,젤라,또,짱맛",0,0
김민서,"재,방문,입니다,친구,랑,같이,방문,했,는데,친구,도,너무,좋,아,하,네요,사장,님,도,친절,하,시,고,커피,도,맛있,어요",1,1
mpt****,"요번,엔,토마토,마리네,이,먹,어,봤,는데,역시,맛있,네요",0,0
오늘하루,"여기,음료,맛있,네요,분위기,도,좋,고,인테리어,도,잘,되,어,있,어서,친구,랑,잘,놀,다가,갑니다",0,0
chl****,"커피,가,생각날,때,자주,들리,는,거,같,아요,항상,좋,은,커피,감사,해요",0,0
rup****,"커피,향,이랑,맛,이,좋,아서,자주,가,는데,가격,도,너무,착해요,단골,될,수,밖에",1,1
헤이소야,"힙합,과,귀여움,이,공존,하,는,카페,카페,는,물론,메뉴,까지,너무,귀엽,고,직원,분,들,도,친절,해서,좋,았,어요,서비스,로,주,신,보리,차,도,따뜻,하,고,고소",1,1
Pilot0126,"일반,카페,보다,훨씬,분위기,도,좋,고,특히,바질,레몬,슬러시,라는,특별,한,음료,가,너무,맛있,어요",0,0
ell****,"마스크,도,주,시,고,바질,레몬,젤라,또,슬러시,둘,다,너무,맛있,고,가게,가,분위기,있,고,이뻐요",0,0
Ming,"분위기,도,좋,고,사장,님,께서,신경,을,많이,쓰,신,카페,같,아요,평소,에,노란색,좋,아,하,는데,인테리어,도,노랑,노랑,해서,제,맘,에,쏙,들,었,어요,음료,도,맛있,고,피스타치오,도,맛나,게,먹,었,어요,블루베리,쿠키,도,서비스,로,주,셨,는데,너무,맛나,서,아껴,먹,었,어요,인,스타,느낌,낭랑,한,카페,찾,으신다면,추천,해,드려요,역,에서,도,가깝,고,화장실,도,깨끗,해요,야외,좌석,도,있,던,데,담,에,는,야외,에서,먹,어,봐야겠어요",0,0
ksj****,"정말,자주,오,는,곳,인데,올,때,마다,너무,친절,하,시,고,분위기,는,말,할,것,도,없이,힙한,그,자체",1,1
pig****,"분위기,지려,쓰,마스크,도,서비스,로,주심,바질,레몬,젤라,또,맛,특이,하,고,좋,아요,토마토,마리네,이,내서,타일,또,올,거,예요",0,0
ZELOS,"너무,친절,하,시,고,바닐라,라테,맛있,어요,마스크,도,주,시,고,회사,가,근처,라서,자주,갈,것,같,아요",1,1
곰수니,"여름,에,도,겨울,해도,맛있,는,젤라,또,먹,으러,또,옴",0,0
흑염소,"음료,도,맛있,고,우선,적,으로,사장,님,이,너무,친절,해서,좋,아요,다음,에,또,방문,의,사,2500",1,1
fbg****,"디자인,너무,이쁘,고,귀엽,고,과하,지,않,게,힙,해요,맛,도,있,습니다,사장,님,도,넘친,절하,세용",0,0
rma****,"사장,님,도,친절,하,시,고,브,랜,딩,도,굿,음식,비주얼,과,맛,도,굿,굿,굿",1,1
Peterlee,"인심,좋,은,사장,님,쌀,쌀,해,지,니까,따듯,한,보리,차,와,이쁜,마스크,증정,서비스,번창,하,세요",2,2
lee****,"일단,사장,님,친절,별,열,개,박,고,갑니다,음료,존,보리차,되게,맛있,고,마스크,도,주,시,고,레몬,젤라,또,맛있,어요",1,1
dms****,"사장,님,친절,최고,의,용",1,1
미래,"사장,님,너무,친절,하,시,고,카페,가,예뻐요",1,1
서지훈,"스윙스,왔,다,감",0,0
신사랑,"사장,님,이,친절,하,시,고,젤라,또,도,맛있,어요",1,1
오예,"성수동,갈일,있,는데,작,고,특색,있,게,힙한,카페,찾,으면,추천,드려요,작,은,만큼,상대,적,으로,조용,합니다,음료,는,여럿,있,는데,디저트,가,별로,없,어,아,쉬웠,네요,젤라,또는,테이블,당,1,개,여도,충분,할,거,같,아요,시,큼,상큼,이,라,맛있,는데,많이,는,안,들어가,요,매장,에,신경,많이,쓰,신,게,들어가,자마자,소품,그림,들,로,느껴,지,던,좋,은,카페,였,습니다",0,0
tkd****,"분위기,굿,여자,친구,랑",0,0
인마이메모리,"좋,아요",0,0
Brown Eyed 가백,"언제나,굿",0,0
yeb****,"오랜만,에,방문,했,는데,역시,존맛,탱,자주,와야,겠,어요,직원,분,들,도,너무,친절,해요",1,1
린도세,"여기,너무,좋,아서,자주,가요,기부,좋,아,지,는,카페",0,0
소리,"너무,친절,해요,인테리어,도,맘,에,들,고,특히,포토존,사장,님,번창,하,세요",1,1
우왕굳,"콘셉트,확실,한,곳,문,을,베이스,로,한,상큼,한,게,많,습니다,손님,배려,도,잘,해,주,시,고요,추울까,봐,주,신,보리,차,도,감사,했,습니다",1,1
mes****,"엄청,친절,해요,그래서,또,오,고,리뷰,까지,씁니다,커피,도,맛있,고,특히,나,저번,에,먹,었,던,건데,토마토,에,꿀,들어간,거,진짜,맛있,어요,강추,커피,를,먹,었,더니,마,스,크,를,주,네요,개꿀,띠",1,1
지니예,"카페,도,귀엽,고,커피,도,맛있,고",0,0
_____,"슬러시,도,역시,나,기대,를,저버리,지,않,는,맛,이,었,어요,모든,메뉴,가,다,맛있,어서,갈,때,마다,메뉴,선택,에,결정,장애,가,생기,네요",0,0
잠이부족한넘,"맛있,어요",0,0
_____,"레몬,젤라,또,너무,상큼,하,고,맛있,어요,입가심,하,기,에,도,좋,고,계속,생각나,는,맛,이,네요,사장,님,도,친절,하,시,고,자주,가,고,싶,은,오프,에,요",1,1
Edyun0909,"오늘,크림치즈,브레드,흡입,했,어요,보리차,주,시,는,거,진짜,최고,예요",0,0
kyw****,"항상,친절,하,시,고,커피,가,깔끔,하,고,자주,방문,합니다",1,1
이슈,"항상,친절,하,게,응대,해,주,셔서,기분,좋,아요,아메리카노,한,잔,을,먹,더라도,이런,곳,은,자주,찾,게,되,는,것,같,아요",1,1
did****,"역시,깔끔,하,게,커피,잘,하,는,집",0,0
토리토리햄토리,"카페,일,오래,해서,원래,아메,맛,엄청,가리,는데,여긴,진짜,원두,부터,머신,관리,까지,잘,하,시,나,봐요",0,0
손수진,"맛있,어요,제,가,어죽,아인,지라,추천,드려요",0,0
zmg****,"여기,커피,향,너무,좋,아요,부드럽,고,맛있,어요,분위기,도,굿,굿",0,0
도리맘,"오프,커피,는,언제나,굿",0,0
mi0****,"오늘,도,굿",0,0
soon3926,"따스,한,추억,즐거운,경험,진짜,좋,네요",0,0
yuni,"소문,데,로,엄청,친절,해서,먼,곳,에서,온,보람,있,네요,커피,맛,도,최고,네요",1,1
화명황태자,"참,재미난,곳,이,네요,커피,맛,도,훌륭,하,고,토마토,도,맛나,네요",0,0
aab****,"레몬,젤라,또,너무,맛있,어요,강력,추천,합니다,신,거,좋,아,하,시,는,분,은,바질,레몬,슬러,시도,추천,해,드려요",0,0
YOLO,"아아,맛집",0,0
son****,"집,과,가까워서,방문,했,어요,맛있,네요,무난,하,고",0,0
dpf****,"커피,가,향,부터,좋,아요",0,0
부그부그,"맛,도,훌륭,하,고,분위기,가,너무,좋,았,어요",0,0
지안에몽,"가게,분위기,가,정말,좋,았,고,노래,도,좋,았,어요,젤라,또,랑,오프,아이스,먹,었,는데,둘,다,맛있,었,습니다,다음,에,또,올게요",0,0
jangey,"오,자마자,보리차,주,셔서,정말,감사,합니다,컵,받침,이,있,어서,가져가,도,되,냐고,물,어,봤,는데,가져가,라고,주,셨,어요,감사,합니다,커피,도,꿀,우유,도,너무,맛있,어요,다음,에,또,오,겠,습니다",0,0
어어어어어어엉어,"완전,최애,단골,카페,사장,님,도,착하,시,고,음악,도,좋,고,맛,도,최고,뭐,하나,빠지,는,게,없,음",1,2
이,"진짜,넘,넘,맛있,고,분위기,도,인테리어,도,이뻐요",0,0
nam****,"카페,분위기,도,너무,좋,고,편하,게,쉬,다가,갈,수,있,어서,너무,좋,아요,최고",0,0
할수있어요,"역시,커피,는,알,아,죠,카페,느낌,있,어서,자주,올,듯",0,0
손수진,"맛있,어요,좋아요,추천,드려요",0,0
수리새,"커피,향,이,너무,좋,고,빵,맛있,어요",0,0
욤욤,"지나가,다,들렸,는데,알,아,맛,이,좋,았,어요",0,0
하비비,"커피,맛,이,너무,좋,아서,자주,찾아가,요",0,0
tka****,"두,번,째,방문,했,는데,너무,맛있,어요,진짜,첫,번,째,방문,때,너무,맛있,어서,이번,엔,다른,메뉴,로,시도,했,는데,여기,는,메뉴,가,다,맛있,나,바,여,너무,분위기,도,좋,고,맛,도,좋,아서,앞,으로,더,자주,와야,겠,어요,멀리,사,는데,친구,랑,데이트,하,러,또,와야,겠,어요,근래,에,갔,던,곳,중,에,최고,에,용용,번창,하,세요,요",0,0
rjs****,"편하,게,올,수,있,고,좋,은,노래,가,많이,나오,는,카페,너무너무,좋,아요,매주,오,고,싶,은,카페",0,0
ahn****,"성수,에,신상,카페,가,생겨서,왔,는데,가,게,내부,아담,하,고,예뻐요,노란색,이,넘,나,잘,어울리,는,카페,에,요,레몬,젤라,또,크,게,두,덩어리,나,주,고,위,에,레몬,껍질,올려,준,게,뽀,인,투,너무,귀엽,고,맛있,어요,아이스,라테,는,라테,아이스크림,조합,설명,이,필요,없,죠,맛있,어요",0,0
dhemfl7,"바질,젤라,또,생각나,서,또,갔,는데,역시,너무,맛있,어요",0,0
kln****,"허니,밀크,짱짱맛",0,0
스시,"커피,가,너무,맛있,어요,성수동,오,면,꼭,들러,보,세요,가게,내부,도,너무,이쁘,고,외부,도,너무,이뻐서,사진,찍,기,좋,아요,최고,입니다",0,0
als****,"오프,화이트,역시,깔끔,하,고,좋,습니다",0,0
아아메,"야외,에서,난로,틀,고,앉,아서,커피,먹,으니까,캠핑,온,느낌,나,서,색다르,고,좋,았,어요,오,커피,맛있,었,습니다,나중,엔,젤라,또,먹,으러,또,올게요",0,0
jiiy,"주택,이랑,아파트,사이,에,있,어서,조용,하,고,분위기,도,좋,아서,자주,올,것,같,아요,라테,랑,아이스크림,같이,먹,는,거,고소,해서,너무,맛있,어요,밖,에서,먹,었,는데,날씨,춥,다고,온,열기,구도,갖,다,주,시,고,직원,분,들,다,친절,하,시,고,커피,도,맛있,고,사장,님,이,판매,하,시,는,반숙란,도,주,셨,는데,패키지,너무,귀엽,네요,자주,올게요,사장,님",1,1
김미경,"추운,날씨,에,밖,에,있,으려니,깐,사장,님,이,난로,도,주,시,고,따뜻,한,보리,차,까지,음료,는,말,할,것,도,없이,맛있,었,습니다",0,0
tni****,"분위기,좋,고,진짜,맛있,는,커피,를,찾,는다면,오프,커피,추천,합니다",0,0
jeo****,"레몬,젤라,또,정말,맛있,어요,상큼,하,고,달콤,하,고,너무,맛있,습니다,커피,랑,딱,이,애용",0,0
임세현,"커피,도,깔끔,하,고,밀크,초코,도,정말,맛있,네요",0,0
did****,"운동,가,기,전,깔끔,한,아메리카노,한잔,너무,맛있,어요",0,0
Beplain,"아,무슨,커피,맛,이,이래요,진짜,맛있,네요,매장,분위기,도,맛,도,트랜디,하,네요,인,스타,에,도,바로,태그,걸,었,어요,이런,곳,은,홍보,해야죠",0,0
somi219,"커피,향,도,진하,고,맛,도,너무,좋,아요,분위기,는,뭐,말,할,것,도,없,습니다",0,0
nas****,"겨울,이,시작,되,는,날,진한,아메리카노,가,굉장히,맛있,네요,계속,방문,하,게,되,고,사장,님,도,너무,좋,으세요",0,0
안유주,"음료,도,마,싰고,새로,나올,메뉴,도,맛있,게,먹,었,어요,가게,도,아기자기,하,니,이쁩니다",0,0
박소윤,"맛있,어요",0,0
스시,"젤라,또,생각나,서,성수동,옵니다,너무너무,좋,아요,맛있,고,사장,님,도,친절,하,세요,최고,입니다",1,1
woobs,"성수동,바이브",0,0
Hong_hey,"성수,에서,갬,형,이랑,커피,맛,둘,다,잡,아,부리,기,원두,맛,진짜,민감,한데,여기,플랫,화이트,아주,다숩,고,진하,고,맛있,어요,사장,님,도,친절,하,시,고,레몬,젤라,또,도,진짜,너무,맛있,습니다",1,1
어어어어어어엉어,"오늘,도,역시,히프,하,고,맛있,고,사장,님,도,친절,하,세요",1,1
곰수니,"카페,분위기,가,기엄기엄,하,고,레몬,젤라,또,가,진짜,귀엽,고,맛있,네요",0,0
mpt****,"성수동,가,면,들리,게,되,는,곳",0,0
and****,"커피,맛,도,너무,좋,고,사장,님,짱,친절,하,셔요,제,가,좋,아,하,는,분위기,입니다,추천,해요",1,1
h92w93,"커피,가,맛있,는,카페,네요,분위기,도,좋,은,곳,이,어서,사진,도,많이,남기,고,왔,습니다,다음,에,또,가,서,먹,을게요",0,0
생명나무,"매장,아늑,하,고,조용,하,고,분위기,너무,좋,습니다,연인,과,함께,가,면,너무,좋,습니다,담,에,도,재,방문,하,겠,습니다,강추",0,0
꼼꼼이,"커피,도,맛있,고,가,게,분위기,가,너무,좋,아요,포토존,도,많,고,음악,도,좋,았,어요",0,0
지금 이순간,"존맛,탱,일,주일,에,한,번,은,출근,도장,좋,다",0,0
후니우리,"완전,내,스타일,이,야,꼭,대박,나,서,전국,어디,서,나,보,길,기대,해,봅니다",0,0
kam****,"오빠,커피,인가,유",0,0
qjd****,"친절,하,게,응대,해,주,셨,어요,커피,맛,도,굿,자주,뵐,게요",1,1
jsa****,"존맛,분위기,깡패",0,0
효영파파,굿,0,0
베티마망,"오,오,오,핫,하,다고,해서,밥,먹,고,왔,는데,대박,임,레몬,의,상큼,함,에,알알,이,박힌,생,바질,완전히,찐,이,네요,재방,100,퍼",0,0
아리공주,"저,너무,자주,와요,근데,그냥,성수,오,면,무조건,여기,오,게,돼요,커피,마시,기,너무,편하,고,분위기,가,너무,좋,아요,보리,차,최애,또,올게요",0,0
pizont,"따뜻,한,커피,를,밖,에서,마시,면,좋,을,날씨,가,되,었,습니다,씁쓸,한,고소,함,이,계절,과,참,잘,어울리,네요",0,0
난냐뉴라,"말,해,뭐,합니까,예쁘,고,맛있,네요",0,0
rdl****,"성수,커피,성수,카페,성수,핫플,너무,친절,하,게,환영,해,주,시,고,주문,도,친절히,받,아,주,셨,어요,기다리,면서,사진,찍,는데,따뜻,한,보리,차,도,가져다주,시,고,야외,자리,를,선택,했,는데,춥,지,않,으시,냐며,난로,까지,그리고,매장,에,유정,란도,판매,해요,서비스,로,주,셨,는데,핵,만,꿀맛,커피,랑,달걀,조합,아,시,는,분",2,2
yijoon0818,"카페,분위기,너무,귀여워,요,커피,랑,레몬,젤라,또,너무,맛있,어요,최고",0,0
ese****,"커피,도,맛있,고,분위기,도,좋,아요,자주,방문,하,고,싶,은,곳,입니다",0,0
생명나무,"조용,하,고,분위기,도,좋,고,이야기,하,기,딱,좋,네요,커피,도,맛있,어요",0,0
chl****,"오프,화이트,에,초코,밀크,먹,고,가,요,깔끔,하,니,좋,았,어요",0,0
찡콩이,"분위기,좋,아요,커피,도,맛있,고,테이크아웃,도,가끔,하,는데,추천,해요",0,0
kyw****,"친구,랑,오프,아이스,한잔,너무,깔끔,하,니,좋,네요",0,0
오늘하루,"와,여기,카페,진짜,맛있,어요,메뉴,도,은근,다양,하,고,맛,도,퀄리티,가,있,어서,이런,맛있,는,카페,는,또,처음,이,군요,가격,도,착하,니까,자주,올,듯",2,3
꼼꼼이,"아메리카노,가,제,스타일,이,네요,맛있,어요,분위기,도,좋,았,어요",0,0
쩡이,"여기,완전,취저,에,요,인테리어,도,좋,은데,커피,디저트,다,맛있,었,어요,사장,님,친절,하,신,건,덤,강추",1,1
gee****,"다이어터,에게,죄책감,없,는,존맛,탱,메뉴,토마토,랑,호밀빵,은,살,안,찐다고,했,는데,내,흡입력,미친,듯,이거,먹,다,다이어트,망해,도,안,슬플,거,같,은,느낌,그런,의미,로,내일,또,갈,거,야",0,0
cloud9nine,"퇴근,하,고,가,는,길,에,들렸,다가,요,맛난,디저트,잘,먹,고,갑니다",0,0
rot****,"지나가,다,사진,찍,고,싶,어,들어갔,는데,커피,맛,도,너무,좋,았,어요,내일,또,갈랍니다",0,0
nam****,"너무,맛있,어요",0,0
R34,굿,0,0
sss,"제,가,가장,좋,아,하,는,초코,밀크,먹,고,왔,어요,이거,마시,려고,와요,단골,입니다",0,0
dyl****,"젤라,또,너무,맛있,어요",0,0
곰수니,"친구,따라서,또,왔,습니다,저번,에,너무,맛나,게,먹,어서,젤라,또,하나,씩,클리어",0,0
kim****,"커피,맛,좋,고,카페,분위기,도,좋,아서,데이트,장소,로,도,딱,인,듯,요,사장,님,도,친절,하,십니다",1,1
송삐,"토마토,마리네,이드,DJMT,임,두,번,세,번,드세요,공간,디테일,모두,취지,입니다,스마일,에,인증,숏,찍,고,가,세여",0,0
mpt****,"친구,들,과,아메리카노,한잔,분위기,너무,좋,네요",0,0
khs****,"커피,맛,도,좋,고,직원,분,친절,하,시,네요,자주,이용,할게요",1,1
SLOUP,"레몬,이,어드벤처,타임,을,생각나,게,해요,귀여움,맛있,어요,지금,은,조금,춥,지만",0,0
지금 이순간,"재미나,게,꾸며진,포토존,이,너무,기분,좋,은,공간,이,라,기대,하,고,주문,했,는데,커피,맛,역시,흐뭇,하,네요,재미난,경험,하,고,갑니다",0,0
77m****,"우리,집,앞,에,아담,하,고,엄청,귀여운,카페,오프,커피,커피,도,맛있,지만,바질,레몬,젤라,또는,사랑,이,에요,나,만,알,고,싶,은,내,아지트,지만,이,맛,은,널리,알려야,돼요",0,0
tka****,"분위기,너무,좋,고,맛,도,너무,좋,아요,담,에,또,친구,데려가,려고요,특히,아이스크림,이,진짜,맛있,는,거,같,아요,제,가,아이스크림,많이,먹,어,봤,지만,이곳,만큼,맛있,는,곳,이,업,는,듯,합니다,앞,으로,더,맛있,는,음료,나,디저트,부탁,드릴게요,성수동,성수동,카페",0,0
뀨우,"아이스크림,도,맛있,고,포토존,으로,짱,아이,들,이,좋,아,해서,재,방문,하,려고요",0,0
jun****,"인테리어,도,귀여웠,고,커피,도,맛있,었,음",0,0
93h****,"아담,하,고,귀여운,상품,도,있,는,신기,한,카페,커피,도,맛,났,고,여기,서,파,는,다른,것,들,도,귀여웠,음,인기,많,은,포토존,에서,사진,못,찍,어서,아쉽,지만,다,음,에,찍,어,볼,예정,리뷰,보,니까,젤라,또,도,맛있,어,보이,던데,이번,주,에,시간,나,면,먹,으러,가,봐야,겠,음",0,0
엔치,"어제,친구,인,스타,에,여기,카페,찍,어서,올렸,길래,그,거보,9,너무,예뻐서,오늘,바로,와,봤,어요,아담,하,고,세상,졸기,무엇,보다,포토존,짱짱,이,에,오,세상,합,하,게,나오,던데요,꼭,가,서,인생,샷,찍,으세,오,오,커피,도,맛있,었,고,여기,서,파,는,굿즈,들,도,너무,귀,욥,조만간,회사,가,는,길,에,한,번,더,들렀,다,가,려고요",1,1
soon3926,"알음알음,재미난,곳,으로,성수동,핫플,이,라,해서,와이프,랑,함께,했,는데,심플,한데,디테일,한,인테리어,로,볼거리,가,곳곳,에,있,네요,즐거운,데이트,장소,였,어요,커피,는,좋,은,원두,를,쓰,는지,기대,이상,맛있,었,어요",0,0
